,tenure,MonthlyCharges,TotalCharges,Churn,services,avg_price,extra_charges,gender_Male,SeniorCitizen_1,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,has_internet_1,fiber_optic_1,family_status_Family,family_status_SingleNoKids,family_status_SingleParent,Contract2^MultipleLinesNo_1,TechSupportNo^OnlineSecurityNo_1
0,0.0,0.2627110291378084,0.07535327537957626,0.0,0.22222222222222218,0.09597432905484249,0.5016126864668737,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
1,0.8245582952890138,0.6076329397433609,0.7514026739239619,0.0,0.3333333333333333,0.24606184364060682,0.5645074586749105,1.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0
2,0.16207652439312226,0.5777474037858288,0.28517154996801947,1.0,0.4444444444444444,0.1246791131855309,0.5010079290417965,1.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0
3,0.8901004623307206,0.44884512850381153,0.7471423426542396,0.0,0.3333333333333333,0.11785297549591597,0.5859427496304266,1.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0
4,0.16207652439312226,0.723110027453989,0.3402701697218885,1.0,0.22222222222222218,0.5726371061843641,0.4878376562290025,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,1.0000000000000002
5,0.48622957317936677,0.9063694934852278,0.6154467921003237,1.0,0.6666666666666667,0.24599933322220374,0.4702996909017616,0.0,0.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.0,0.0,1.0,0.0,0.0,1.0000000000000002
6,0.7227691775175287,0.8466186369056873,0.7564893869175304,0.0,0.5555555555555556,0.26750291715285884,0.5161268646687279,1.0,0.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,1.0,0.0,1.0000000000000002
7,0.5384065599032098,0.26091926885910716,0.45248981883869027,0.0,0.1111111111111111,0.26837806301050177,0.49569950275500707,0.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,0.0
8,0.7791593772912657,0.9332747880566583,0.8292342351737398,1.0,0.7777777777777778,0.20624270711785297,0.35156564977825655,0.0,0.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9999999999999999,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0
9,0.9650354435418571,0.600079228448252,0.8513137890438905,0.0,0.3333333333333333,0.23906067677946324,0.49267571562962054,1.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0
10,0.5997544082425732,0.537605543395726,0.5609892488143587,0.0,0.3333333333333333,0.18480163360560098,0.5848004300497254,1.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.0
